,Fahrtnummer,Fahrzeugnummer,Buchungskreis,Abfahrtsdatum,Messung,Zug id,Abfahrtszeit,Ankunftszeit,Entfernung km,Passagieranzahl,Abfahrtsbahnhof,Ankunftsbahnhof,grund
20550,6025623859.0,2.0,XXXX,2020-06-27,1726.53,6025623859.0,2024-06-12 09:38:41,2024-06-12 10:53:41,977,447,Forbesmouth,East Andrew,Buchungskreis could not be converted to numeric
20551,1207536569.0,1.0,XXXX,2020-10-09,1267.37,1207536569.0,2024-06-17 14:23:36,2024-06-17 18:50:36,564,436,Justinville,East Amyview,Buchungskreis could not be converted to numeric
20553,1207536569.0,3.0,XXXX,2020-10-09,4844.56,1207536569.0,2024-06-17 14:23:36,2024-06-17 18:50:36,564,436,Justinville,East Amyview,Buchungskreis could not be converted to numeric
20577,7449702854.0,1.0,XXXX,2022-03-31,4806.17,7449702854.0,2024-05-26 23:28:38,2024-05-27 03:36:38,902,52,Nicoleview,Kellytown,Buchungskreis could not be converted to numeric
20578,7449702854.0,2.0,XXXX,2022-03-31,517.47,7449702854.0,2024-05-26 23:28:38,2024-05-27 03:36:38,902,52,Nicoleview,Kellytown,Buchungskreis could not be converted to numeric
20579,7449702854.0,3.0,XXXX,2022-03-31,4423.55,7449702854.0,2024-05-26 23:28:38,2024-05-27 03:36:38,902,52,Nicoleview,Kellytown,Buchungskreis could not be converted to numeric
20580,7449702854.0,4.0,XXXX,2022-03-31,2102.51,7449702854.0,2024-05-26 23:28:38,2024-05-27 03:36:38,902,52,Nicoleview,Kellytown,Buchungskreis could not be converted to numeric
20748,2739695648.0,1.0,XXXX,2023-07-27,885.14,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20749,2739695648.0,2.0,XXXX,2023-07-27,1261.61,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20750,2739695648.0,3.0,XXXX,2023-07-27,2584.5,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20751,2739695648.0,4.0,XXXX,2023-07-27,1523.53,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20752,2739695648.0,5.0,XXXX,2023-07-27,3013.75,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20753,2739695648.0,6.0,XXXX,2023-07-27,3488.81,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20754,2739695648.0,7.0,XXXX,2023-07-27,3458.48,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20755,2739695648.0,8.0,XXXX,2023-07-27,1886.04,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20756,2739695648.0,9.0,XXXX,2023-07-27,2104.91,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20757,2739695648.0,10.0,XXXX,2023-07-27,2937.81,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20759,2739695648.0,12.0,XXXX,2023-07-27,4497.17,2739695648.0,2024-06-03 11:55:27,2024-06-03 12:47:27,978,330,Karenbury,West Gregoryport,Buchungskreis could not be converted to numeric
20854,720223738.0,1.0,XXXX,2023-08-02,2322.27,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20855,720223738.0,2.0,XXXX,2023-08-02,2045.03,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20856,720223738.0,3.0,XXXX,2023-08-02,2501.76,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20857,720223738.0,4.0,XXXX,2023-08-02,4502.84,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20858,720223738.0,5.0,XXXX,2023-08-02,843.56,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20859,720223738.0,6.0,XXXX,2023-08-02,2128.76,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20860,720223738.0,7.0,XXXX,2023-08-02,876.71,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20861,720223738.0,8.0,XXXX,2023-08-02,1304.14,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20862,720223738.0,9.0,XXXX,2023-08-02,1326.12,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20863,720223738.0,10.0,XXXX,2023-08-02,1113.31,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20864,720223738.0,11.0,XXXX,2023-08-02,2950.73,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20866,720223738.0,13.0,XXXX,2023-08-02,4396.34,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20867,720223738.0,14.0,XXXX,2023-08-02,2628.26,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20868,720223738.0,15.0,XXXX,2023-08-02,3708.55,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
20869,720223738.0,16.0,XXXX,2023-08-02,1024.34,720223738.0,2024-06-24 08:58:59,2024-06-24 11:35:59,107,384,South Bretthaven,Rebeccafort,Buchungskreis could not be converted to numeric
21069,9464681523.0,1.0,XXXX,2024-01-09,2206.2,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21070,9464681523.0,2.0,XXXX,2024-01-09,4603.46,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21071,9464681523.0,3.0,XXXX,2024-01-09,-3153.24,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21072,9464681523.0,4.0,XXXX,2024-01-09,1424.21,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21073,9464681523.0,5.0,XXXX,2024-01-09,3914.44,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21074,9464681523.0,6.0,XXXX,2024-01-09,3157.39,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21075,9464681523.0,7.0,XXXX,2024-01-09,1939.82,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21076,9464681523.0,8.0,XXXX,2024-01-09,3566.36,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21077,9464681523.0,9.0,XXXX,2024-01-09,1967.77,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21078,9464681523.0,10.0,XXXX,2024-01-09,4886.8,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21079,9464681523.0,11.0,XXXX,2024-01-09,4780.29,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21080,9464681523.0,12.0,XXXX,2024-01-09,1345.44,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21081,9464681523.0,13.0,XXXX,2024-01-09,817.13,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21082,9464681523.0,14.0,XXXX,2024-01-09,3247.25,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21083,9464681523.0,15.0,XXXX,2024-01-09,3686.73,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21084,9464681523.0,16.0,XXXX,2024-01-09,4161.16,9464681523.0,2024-06-12 17:27:27,2024-06-12 18:03:27,121,57,New Jacquelinebury,Lake Danamouth,Buchungskreis could not be converted to numeric
21154,8871552224.0,1.0,XXXX,2021-10-22,553.14,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21155,8871552224.0,2.0,XXXX,2021-10-22,4683.25,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21156,8871552224.0,3.0,XXXX,2021-10-22,4207.09,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21157,8871552224.0,4.0,XXXX,2021-10-22,1525.8,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,thousand,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21158,8871552224.0,5.0,XXXX,2021-10-22,3918.69,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21159,8871552224.0,6.0,XXXX,2021-10-22,3619.88,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21160,8871552224.0,7.0,XXXX,2021-10-22,1875.33,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21161,8871552224.0,8.0,XXXX,2021-10-22,3150.63,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21162,8871552224.0,9.0,XXXX,2021-10-22,3601.79,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21163,8871552224.0,10.0,XXXX,2021-10-22,1834.45,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21164,8871552224.0,11.0,XXXX,2021-10-22,3832.02,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21165,8871552224.0,12.0,XXXX,2021-10-22,3127.96,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21166,8871552224.0,13.0,XXXX,2021-10-22,4935.36,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21167,8871552224.0,14.0,XXXX,2021-10-22,2881.83,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21168,8871552224.0,15.0,XXXX,2021-10-22,3596.57,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21169,8871552224.0,16.0,XXXX,2021-10-22,962.0,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21170,8871552224.0,17.0,XXXX,2021-10-22,642.19,8871552224.0,2024-06-25 18:38:05,2024-06-25 20:58:05,890,444,Lake Denise,Brookestad,Buchungskreis could not be converted to numeric
21321,8764973196.0,1.0,XXXX,2022-12-25,1674.39,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21322,8764973196.0,2.0,XXXX,2022-12-25,1454.34,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21323,8764973196.0,3.0,XXXX,2022-12-25,3074.29,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21324,8764973196.0,4.0,XXXX,2008-12-31,2270.74,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21325,8764973196.0,5.0,XXXX,2022-12-25,2613.28,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21326,8764973196.0,6.0,XXXX,2022-12-25,4365.16,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21327,8764973196.0,7.0,XXXX,2022-12-25,2721.98,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21328,8764973196.0,8.0,XXXX,2022-12-25,3299.24,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21329,8764973196.0,9.0,XXXX,2022-12-25,3780.96,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21330,8764973196.0,10.0,XXXX,2022-12-25,4583.73,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21331,8764973196.0,11.0,XXXX,2022-12-25,2375.43,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21332,8764973196.0,12.0,XXXX,2022-12-25,4390.18,8764973196.0,2024-06-18 16:52:37,2024-06-18 20:10:37,257,377,Kaitlinton,Josephton,Buchungskreis could not be converted to numeric
21776,73842013.0,1.0,XXXX,2021-10-15,2731.7,73842013.0,2024-06-21 22:42:24,2024-06-22 03:35:24,718,304,North Jim,South Tinaberg,Buchungskreis could not be converted to numeric
21777,73842013.0,2.0,XXXX,2021-10-15,4644.15,73842013.0,2024-06-21 22:42:24,2024-06-22 03:35:24,718,304,North Jim,South Tinaberg,Buchungskreis could not be converted to numeric
21778,73842013.0,3.0,XXXX,2021-10-15,964.1,73842013.0,2024-06-21 22:42:24,2024-06-22 03:35:24,718,304,North Jim,South Tinaberg,Buchungskreis could not be converted to numeric
21779,73842013.0,4.0,XXXX,2021-10-15,2091.19,73842013.0,2024-06-21 22:42:24,2024-06-22 03:35:24,718,304,North Jim,South Tinaberg,Buchungskreis could not be converted to numeric
21808,25956990.0,1.0,XXXX,2020-12-11,3840.18,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21809,25956990.0,2.0,XXXX,2020-12-11,1020.09,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21810,25956990.0,3.0,XXXX,2020-12-11,1906.33,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21811,25956990.0,4.0,XXXX,2020-12-11,1301.12,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21812,25956990.0,5.0,XXXX,2020-12-11,1625.73,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21813,25956990.0,6.0,XXXX,2020-12-11,3567.77,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21814,25956990.0,7.0,XXXX,2020-12-11,3274.81,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21815,25956990.0,8.0,XXXX,2020-12-11,1419.56,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21816,25956990.0,9.0,XXXX,2020-12-11,4659.66,25956990.0,2024-06-21 11:29:19,2024-06-21 14:21:19,660,270,Patriciamouth,Michaelport,Buchungskreis could not be converted to numeric
21928,597575228.0,1.0,XXXX,2020-06-01,2927.08,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21929,597575228.0,2.0,XXXX,2020-06-01,2730.89,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21930,597575228.0,3.0,XXXX,2020-06-01,4591.44,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21931,597575228.0,4.0,XXXX,2020-06-01,3487.24,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21932,597575228.0,5.0,XXXX,2020-06-01,4467.84,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21933,597575228.0,6.0,XXXX,2020-06-01,2574.08,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21935,597575228.0,8.0,XXXX,2020-06-01,2879.03,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21936,597575228.0,9.0,XXXX,2020-06-01,2360.39,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21937,597575228.0,10.0,XXXX,2020-06-01,1378.17,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21938,597575228.0,11.0,XXXX,2020-06-01,4462.82,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21940,597575228.0,13.0,XXXX,2020-06-01,902.67,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21941,597575228.0,14.0,XXXX,2020-06-01,3680.63,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21942,597575228.0,15.0,XXXX,2020-06-01,1047.69,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21943,597575228.0,16.0,XXXX,2020-06-01,1178.18,597575228.0,2024-06-10 04:27:37,2024-06-10 05:44:37,843,222,Aprilfort,New Crystal,Buchungskreis could not be converted to numeric
21944,1344431241.0,1.0,XXXX,2022-05-26,2424.4,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21945,1344431241.0,2.0,XXXX,2022-05-26,2459.39,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21946,1344431241.0,3.0,XXXX,2022-05-26,3685.58,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21947,1344431241.0,4.0,XXXX,2022-05-26,2622.64,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21948,1344431241.0,5.0,XXXX,2022-05-26,2993.75,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21949,1344431241.0,6.0,XXXX,2022-05-26,1389.43,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21950,1344431241.0,7.0,XXXX,2022-05-26,3077.01,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21951,1344431241.0,8.0,XXXX,2022-05-26,2043.3,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21953,1344431241.0,10.0,XXXX,2022-05-26,3942.32,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21954,1344431241.0,11.0,XXXX,2022-05-26,2852.33,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21955,1344431241.0,12.0,XXXX,2022-05-26,4571.07,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
21956,1344431241.0,13.0,XXXX,2022-05-26,3688.18,1344431241.0,2024-06-05 05:05:13,2024-06-05 06:17:13,208,222,Kristinstad,North Jennifer,Buchungskreis could not be converted to numeric
22001,3229680172.0,1.0,XXXX,2022-09-06,3724.36,3229680172.0,2024-06-05 02:16:34,2024-06-05 04:06:34,454,87,East Karen,Lake Debbiemouth,Buchungskreis could not be converted to numeric
22002,3229680172.0,2.0,XXXX,2022-09-06,1202.83,3229680172.0,2024-06-05 02:16:34,2024-06-05 04:06:34,454,87,East Karen,Lake Debbiemouth,Buchungskreis could not be converted to numeric
22003,3229680172.0,3.0,XXXX,2022-09-06,2154.35,3229680172.0,2024-06-05 02:16:34,2024-06-05 04:06:34,454,87,East Karen,Lake Debbiemouth,Buchungskreis could not be converted to numeric
22004,3229680172.0,4.0,XXXX,2022-09-06,1273.8,3229680172.0,2024-06-05 02:16:34,2024-06-05 04:06:34,454,87,East Karen,Lake Debbiemouth,Buchungskreis could not be converted to numeric
22005,3229680172.0,5.0,XXXX,2022-09-06,3521.45,3229680172.0,2024-06-05 02:16:34,2024-06-05 04:06:34,454,87,East Karen,Lake Debbiemouth,Buchungskreis could not be converted to numeric
22006,3229680172.0,6.0,XXXX,2022-09-06,3054.85,3229680172.0,2024-06-05 02:16:34,2024-06-05 04:06:34,454,87,East Karen,Lake Debbiemouth,Buchungskreis could not be converted to numeric
22007,3229680172.0,7.0,XXXX,2022-09-06,1257.93,3229680172.0,2024-06-05 02:16:34,2024-06-05 04:06:34,454,87,East Karen,Lake Debbiemouth,Buchungskreis could not be converted to numeric
22016,6583331243.0,1.0,XXXX,2022-10-26,2202.22,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22017,6583331243.0,2.0,XXXX,2022-10-26,4496.43,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22018,6583331243.0,3.0,XXXX,2022-10-26,1637.92,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22019,6583331243.0,4.0,XXXX,2022-10-26,2068.02,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22020,6583331243.0,5.0,XXXX,2022-10-26,2822.24,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22021,6583331243.0,6.0,XXXX,2022-10-26,1667.25,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22022,6583331243.0,7.0,XXXX,2022-10-26,3511.24,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22023,6583331243.0,8.0,XXXX,2022-10-26,1207.49,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22024,6583331243.0,9.0,XXXX,2022-10-26,4474.48,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22025,6583331243.0,10.0,XXXX,2022-10-26,4413.05,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22026,6583331243.0,11.0,XXXX,2022-10-26,3774.51,6583331243.0,2024-06-21 02:00:03,2024-06-21 06:41:03,871,239,New Jeremyside,Jefferystad,Buchungskreis could not be converted to numeric
22118,8746949726.0,1.0,XXXX,2020-07-27,560.58,8746949726.0,2024-06-03 21:30:05,2024-06-03 23:51:05,155,51,South Evan,South Andrea,Buchungskreis could not be converted to numeric
22119,8746949726.0,2.0,XXXX,2020-07-27,789.31,8746949726.0,2024-06-03 21:30:05,2024-06-03 23:51:05,155,51,South Evan,South Andrea,Buchungskreis could not be converted to numeric
22120,8746949726.0,3.0,XXXX,2020-07-27,2245.39,8746949726.0,2024-06-03 21:30:05,2024-06-03 23:51:05,155,51,South Evan,South Andrea,Buchungskreis could not be converted to numeric
22121,8746949726.0,4.0,XXXX,2020-07-27,2975.58,8746949726.0,2024-06-03 21:30:05,2024-06-03 23:51:05,155,51,South Evan,South Andrea,Buchungskreis could not be converted to numeric
22122,8746949726.0,5.0,XXXX,2020-07-27,1194.47,8746949726.0,2024-06-03 21:30:05,2024-06-03 23:51:05,155,51,South Evan,South Andrea,Buchungskreis could not be converted to numeric
